189,халат,весь год,женский,халат медицинский,халат медицинский женский,89 282,79 649,66 308,56 364,45 664,53 640,51 648,89 010,94 205,49 460,55 065,29 582,,сент.,"3,18",759 877,198 730,2%,26%,198 513,0%,26%,168 336,-15%,22%,194 298,15%,26%,,Осень
191,халат,весь год,женский,халат махровый,халат женский махровый,198 211,146 232,127 522,39 416,24 496,22 352,23 968,26 010,102 130,91 670,84 315,118 213,,янв.,"8,87",1 004 535,278 115,285%,28%,462 656,66%,46%,191 434,-59%,19%,72 330,-62%,7%,,Зима
60,верхняя одежда,осень,мужской,бомбер утепленный,бомбер мужской утепленный,4 643,6 753,7 664,2 912,1 160,540,920,4 645,18 690,19 695,10 190,1 407,,окт.,"36,47",79 219,48 575,696%,61%,12 803,-74%,16%,11 736,-8%,15%,6 105,-48%,8%,,Осень
187,халат,весь год,женский,халат домашний,халат женский домашний,172 206,111 345,132 507,62 926,50 616,83 056,96 264,120 250,150 770,134 820,158 695,124 338,,янв.,"3,40",1 397 793,444 285,48%,32%,407 889,-8%,29%,246 049,-40%,18%,299 570,22%,21%,,Осень
239,теплый верх,весь год,женский,кофта,кофта женская,1 448 228,1 469 608,1 477 584,1 069 231,554 728,363 080,390 944,647 895,1 235 460,1 255 010,1 209 175,664 084,,мар.,"4,07",11 785 027,3 699 645,164%,31%,3 581 920,-3%,30%,3 101 543,-13%,26%,1 401 919,-55%,12%,,Осень
392,товары для кухни,весь год,–,полка для кухни,полка для кухни,34 022,31 720,30 951,32 767,23 676,19 860,18 908,20 745,23 220,32 620,30 540,11 706,,янв.,"2,91",310 735,86 380,45%,28%,77 448,-10%,25%,87 394,13%,28%,59 513,-32%,19%,,Весна
278,джинсы,весь год,женский,джинсы прямые,джинсы женские прямые,126 433,157 763,207 626,197 215,114 600,80 400,70 312,108 715,223 910,226 250,240 800,39 856,,нояб.,"6,04",1 793 880,690 960,166%,39%,324 052,-53%,18%,519 441,60%,29%,259 427,-50%,14%,,Осень
259,теплый верх,осень-зима,женский,свитер укороченный,свитер женский укороченный,15 689,11 868,9 347,3 601,1 644,1 416,3 760,11 830,40 330,46 230,41 165,8 706,,окт.,"32,65",195 586,127 725,651%,65%,36 263,-72%,19%,14 592,-60%,7%,17 006,17%,9%,,Осень
163,"платья, сарафаны",весь год,женский,платье трикотажное,трикотажное платье,83 871,71 322,67 381,48 339,42 144,42 296,34 484,45 200,108 255,122 810,116 530,59 931,,окт.,"3,56",842 563,347 595,185%,41%,215 124,-38%,26%,157 864,-27%,19%,121 980,-23%,14%,,Осень
249,теплый верх,осень-зима,женский,пуловер,пуловер женский,132 359,114 051,103 680,62 445,27 328,19 480,30 704,62 265,138 125,139 960,119 185,70 151,,окт.,"7,18",1 019 733,397 270,253%,39%,316 561,-20%,31%,193 453,-39%,19%,112 449,-42%,11%,,Осень
274,теплый верх,осень,женский,худи с капюшоном,худи женское с капюшоном,6 846,5 137,7 997,9 098,6 032,6 852,7 716,11 645,35 995,43 760,26 500,3 904,,окт.,"11,21",171 482,106 255,305%,62%,15 887,-85%,9%,23 127,46%,13%,26 213,13%,15%,,Осень
236,теплый верх,весь год,женский,толстовка,толстовка женская,451 457,480 100,527 019,521 510,361 036,278 580,281 812,373 050,722 085,573 955,437 880,229 239,,сент.,"3,15",5 237 723,1 733 920,86%,33%,1 160 796,-33%,22%,1 409 565,21%,27%,933 442,-34%,18%,,Осень
388,товары для ванной,весь год,–,полка для ванной,полка для ванной,236 230,225 877,199 196,163 409,131 656,137 448,140 860,147 785,154 950,180 305,195 770,93 591,,янв.,"2,52",2 007 077,531 025,25%,26%,555 698,5%,28%,494 261,-11%,25%,426 093,-14%,21%,,Зима
394,товары для кухни,весь год,–,чайник заварочный,чайник заварочный,352 059,356 458,347 893,204 372,166 800,158 992,161 204,154 585,178 635,226 615,280 665,225 282,,февр.,"2,31",2 813 560,685 915,44%,24%,933 799,36%,33%,719 065,-23%,26%,474 781,-34%,17%,,Зима
396,товары для кухни,весь год,–,чайник со свистком,чайник со свистком,141 740,149 822,137 106,97 234,87 016,80 592,82 736,77 865,81 505,98 415,116 815,81 384,,февр.,"1,92",1 232 230,296 735,23%,24%,372 946,26%,30%,321 356,-14%,26%,241 193,-25%,20%,,Зима
398,товары для кухни,весь год,–,чайник для плиты,чайник для плиты,116 878,105 280,103 513,70 337,53 280,62 156,69 980,63 645,71 105,84 270,93 110,60 630,,янв.,"2,19",954 184,248 485,27%,26%,282 788,14%,30%,227 130,-20%,24%,195 781,-14%,21%,,Зима
400,товары для кухни,весь год,–,чайник эмалированный,чайник эмалированный,19 960,20 290,20 594,14 873,14 092,11 468,12 260,10 780,11 780,13 230,16 565,11 303,,мар.,"1,91",177 195,41 575,20%,23%,51 553,24%,29%,49 559,-4%,28%,34 508,-30%,19%,,Зима
402,товары для кухни,весь год,–,кофейник,кофейник,7 411,7 780,6 403,4 897,4 064,3 620,4 168,3 465,3 550,3 785,3 935,3 849,,февр.,"2,25",56 927,11 270,0%,20%,19 040,69%,33%,15 364,-19%,27%,11 253,-27%,20%,,Зима
406,товары для кухни,весь год,–,кофеварка гейзерная электрическая,гейзерная кофеварка электрическая,4 176,4 972,4 035,2 999,3 744,3 424,1 640,1 520,1 925,3 560,3 800,2 436,,февр.,"3,27",38 231,9 285,41%,24%,11 584,25%,30%,10 778,-7%,28%,6 584,-39%,17%,,Зима
422,товары для дома,весь год,–,плед флисовый,плед флисовый,16 905,15 628,10 967,9 215,11 224,10 976,9 380,8 360,11 095,12 345,12 500,13 235,,янв.,"2,02",141 830,35 940,25%,25%,45 768,27%,32%,31 406,-31%,22%,28 716,-9%,20%,,Зима
423,товары для дома,весь год,–,плед травка,плед травка,13 297,12 862,12 029,11 107,11 316,7 048,6 332,6 410,8 300,11 090,12 305,9 369,,янв.,"2,10",121 465,31 695,60%,26%,35 528,12%,29%,34 452,-3%,28%,19 790,-43%,16%,,Зима
429,товары для дома,весь год,–,ночник детский,ночник детский,113 252,125 821,96 129,70 628,60 620,61 592,61 652,66 025,77 145,87 620,97 980,75 526,,февр.,"2,08",993 990,262 745,39%,26%,314 599,20%,32%,227 377,-28%,23%,189 269,-17%,19%,,Зима
228,блузки,весь год,женский,блузка с длинным рукавом,блузка женская с длинным рукавом,8 060,9 590,8 624,5 190,5 124,7 752,12 144,23 830,28 515,20 980,21 850,8 953,,сент.,"5,56",160 612,71 345,63%,44%,26 603,-63%,17%,18 938,-29%,12%,43 726,131%,27%,,Осень
238,теплый верх,весь год,женский,толстовка оверсайз,толстовка женская оверсайз,23 648,24 433,33 246,34 928,20 892,16 452,18 724,24 770,42 280,32 385,23 890,9 657,,сент.,"4,38",305 305,98 555,64%,32%,57 738,-41%,19%,89 066,54%,29%,59 946,-33%,20%,,Осень
263,теплый верх,весна-осень,женский,кардиган удлиненный,кардиган женский удлиненный,7 649,11 368,23 720,24 186,50 556,51 708,36 448,44 680,137 135,81 910,55 545,1 943,,сент.,"70,58",526 848,274 590,107%,52%,20 960,-92%,4%,98 462,370%,19%,132 836,35%,25%,,Осень
244,теплый верх,весь год,женский,кофта на молнии,кофта на молнии женская,52 305,55 094,60 424,54 219,65 520,51 196,42 324,44 165,55 690,40 730,38 225,22 912,,мая,"2,86",582 804,134 645,-2%,23%,130 311,-3%,22%,180 163,38%,31%,137 685,-24%,24%,,Весна
66,брюки,весь год,женский,брюки,брюки женские,1 506 699,1 630 861,1 751 963,1 596 161,1 269 224,753 136,736 996,1 338 290,1 392 505,1 200 760,1 111 350,586 508,,мар.,"2,99",14 874 453,3 704 615,31%,25%,3 724 068,1%,25%,4 617 348,24%,31%,2 828 422,-39%,19%,,Весна
71,брюки,весь год,женский,брюки классические,брюки женские классические,200 148,203 320,208 214,193 295,122 160,92 620,134 920,229 515,287 475,238 390,186 890,96 120,,сент.,"3,10",2 193 067,712 755,56%,33%,499 588,-30%,23%,523 669,5%,24%,457 055,-13%,21%,,Осень
272,теплый верх,зима-весна,женский,худи,худи женское,635 165,640 654,685 748,650 299,405 472,319 072,305 888,399 755,774 570,684 535,515 310,341 564,,сент.,"2,53",6 358 032,1 974 415,93%,31%,1 617 383,-18%,25%,1 741 519,8%,27%,1 024 715,-41%,16%,,Осень
276,джинсы,весь год,женский,джинсы бананы,джинсы женские бананы,45 052,75 955,109 627,105 114,64 652,49 900,47 704,76 925,107 770,95 270,74 370,14 665,,мар.,"7,48",867 004,277 410,59%,32%,135 672,-51%,16%,279 393,106%,32%,174 529,-38%,20%,,Весна
399,товары для кухни,весь год,–,чайник для плиты газовой,чайник для плиты газовой,19 152,20 181,15 675,9 741,7 844,11 200,12 372,11 175,11 000,14 675,17 560,9 086,,февр.,"2,57",159 661,43 235,24%,27%,48 419,12%,30%,33 260,-31%,21%,34 747,4%,22%,,Зима
403,товары для кухни,весь год,–,кофейник эмалированный,кофейник эмалированный,1 157,1 316,1 214,839,904,656,788,925,800,1 050,1 215,810,,февр.,"2,01",11 674,3 065,29%,26%,3 283,7%,28%,2 957,-10%,25%,2 369,-20%,20%,,Зима
405,товары для кухни,весь год,–,кофеварка гейзерная,гейзерная кофеварка,58 915,59 430,52 949,34 814,32 088,30 400,31 940,30 590,32 020,33 060,35 220,32 988,,февр.,"1,95",464 414,100 300,8%,22%,151 333,51%,33%,119 851,-21%,26%,92 930,-22%,20%,,Зима
440,товары для дома,весь год,–,ночник маме,ночник маме,5 121,7 119,18 801,3 617,2 188,1 756,1 944,1 830,1 710,2 170,3 530,3 953,,мар.,"10,99",53 739,7 410,34%,14%,16 193,119%,30%,24 606,52%,46%,5 530,-78%,10%,,Весна
231,теплый верх,осень-зима,женский,водолазка,водолазка женская,879 990,763 791,727 319,412 244,163 656,118 528,225 656,495 665,1 179 880,1 289 180,956 950,478 965,,окт.,"10,88",7 691 824,3 426 010,308%,45%,2 122 746,-38%,28%,1 303 219,-39%,17%,839 849,-36%,11%,,Осень
25,верхняя одежда,демисезон,женский,тренч,тренч женский,165 269,322 187,627 259,581 974,152 716,63 376,98 032,224 290,398 315,110 495,48 050,24 588,,мар.,"25,51",2 816 551,556 860,44%,20%,512 044,-8%,18%,1 361 949,166%,48%,385 698,-72%,14%,,Весна
26,верхняя одежда,демисезон,женский,тренч кожаный ,кожаный тренч,16 138,35 787,73 251,42 011,9 720,4 304,6 040,11 665,32 310,19 755,10 495,4 133,,мар.,"17,72",265 609,62 560,184%,24%,56 058,-10%,21%,124 982,123%,47%,22 009,-82%,8%,,Весна
28,верхняя одежда,демисезон,женский,плащ кожаный ,кожаный плащ,22 881,33 708,49 561,28 639,9 312,5 896,11 816,21 305,33 005,21 135,14 095,4 926,,мар.,"10,06",256 279,68 235,75%,27%,61 515,-10%,24%,87 512,42%,34%,39 017,-55%,15%,,Весна
50,верхняя одежда,демисезон,женский,жилет,жилет женский,414 241,462 661,592 822,180 295,83 636,55 900,67 976,122 180,167 575,114 800,83 615,68 531,,мар.,"10,61",2 414 232,365 990,49%,15%,945 433,158%,39%,856 753,-9%,35%,246 056,-71%,10%,,Зима
51,верхняя одежда,демисезон,женский,жилет стеганый,жилет женский стеганый,21 843,22 806,28 925,24 152,12 468,4 300,3 436,5 075,13 395,7 365,4 025,3 634,,мар.,"8,42",151 424,24 785,93%,16%,48 283,95%,32%,65 545,36%,43%,12 811,-80%,8%,,Весна
52,верхняя одежда,демисезон,женский,жилет утепленный,жилет женский утепленный,179 330,222 576,283 484,203 752,52 164,26 360,28 212,69 465,147 570,73 535,40 450,35 492,,мар.,"10,75",1 362 390,261 555,111%,19%,437 398,67%,32%,539 400,23%,40%,124 037,-77%,9%,,Весна
54,верхняя одежда,демисезон,женский,косуха,косуха женская,209 863,342 424,573 363,555 452,177 552,83 588,107 368,186 815,300 935,101 460,70 102,34 706,,мар.,"16,52",2 743 628,472 497,25%,17%,586 993,24%,21%,1 306 367,123%,48%,377 771,-71%,14%,,Весна
61,"пиджаки, жакеты",весь год,женский,жакет,жакет женский,176 527,214 097,236 439,225 926,229 392,150 716,122 084,175 640,252 765,154 075,131 570,70 519,,сент.,"3,58",2 139 750,538 410,20%,25%,461 143,-14%,22%,691 757,50%,32%,448 440,-35%,21%,,Весна
62,"пиджаки, жакеты",весь год,женский,жакет твидовый,твидовый жакет,24 779,31 349,33 061,24 407,18 764,14 408,16 296,23 990,32 070,21 190,21 865,20 561,,мар.,"2,29",282 740,75 125,37%,27%,76 689,2%,27%,76 232,-1%,27%,54 694,-28%,19%,,Зима
64,"пиджаки, жакеты",весь год,женский,пиджак оверсайз,пиджак женский оверсайз,181 359,229 020,259 760,223 889,216 076,138 944,121 324,204 795,243 695,131 610,129 050,76 801,,мар.,"3,38",2 156 323,504 355,8%,23%,487 180,-3%,23%,699 725,44%,32%,465 063,-34%,22%,,Весна
63,"пиджаки, жакеты",весь год,женский,пиджак,пиджак женский,846 091,1 064 365,1 180 847,1 067 974,1 075 280,712 892,635 724,940 745,990 280,535 685,516 095,341 706,,мар.,"3,46",9 907 684,2 042 060,-11%,21%,2 252 162,10%,23%,3 324 101,48%,34%,2 289 361,-31%,23%,,Весна
269,теплый верх,осень-весна,женский,свитшот,свитшот женский,688 792,755 657,808 708,680 219,435 196,307 272,326 348,451 885,798 890,752 430,635 270,294 511,,мар.,"2,75",6 935 178,2 186 590,101%,32%,1 738 960,-20%,25%,1 924 123,11%,28%,1 085 505,-44%,16%,,Осень
46,верхняя одежда,демисезон,женский,пальто короткое,пальто женское короткое,14 001,24 261,43 032,29 075,5 232,4 396,8 152,15 270,38 935,35 495,21 680,2 281,,мар.,"18,87",241 810,96 110,245%,40%,40 543,-58%,17%,77 339,91%,32%,27 818,-64%,12%,,Осень
47,верхняя одежда,демисезон,женский,полупальто,полупальто женское,34 834,45 683,63 253,35 246,6 884,4 368,9 436,18 890,53 605,44 955,27 150,4 665,,мар.,"14,48",348 969,125 710,285%,36%,85 182,-32%,24%,105 383,24%,30%,32 694,-69%,9%,,Осень
27,верхняя одежда,демисезон,женский,плащ,плащ женский,158 875,249 105,371 516,402 324,158 564,74 636,116 356,208 310,355 365,119 790,58 980,14 466,,апр.,"27,81",2 288 287,534 135,34%,23%,422 446,-21%,18%,932 404,121%,41%,399 302,-57%,17%,,Весна
53,верхняя одежда,демисезон,женский,кожанка,кожанка женская,48 634,68 412,125 038,132 159,47 680,21 556,26 604,49 910,74 255,24 360,12 427,7 238,,апр.,"18,26",638 273,111 042,13%,17%,124 284,12%,19%,304 877,145%,48%,98 070,-68%,15%,,Весна
48,теплый верх,демисезон,женский,жилетка,жилетка женская,328 320,440 458,763 522,1 296 006,536 656,326 684,349 200,546 790,928 965,570 265,398 290,103 998,,апр.,"12,46",6 589 154,1 897 520,55%,29%,872 776,-54%,13%,2 596 184,197%,39%,1 222 674,-53%,19%,,Весна
266,теплый верх,осень,женский,кардиган теплый,кардиган женский теплый,5 486,3 322,3 420,3 065,2 452,3 344,5 380,11 315,48 700,28 265,14 400,2 763,,сент.,"19,86",131 912,91 365,356%,69%,11 571,-87%,9%,8 937,-23%,7%,20 039,124%,15%,,Осень
31,верхняя одежда,демисезон,женский,ветровка удлиненная,ветровка женская удлиненная,4 726,9 183,22 943,29 432,16 156,9 964,15 612,26 860,53 770,13 455,6 995,2 866,,сент.,"18,76",211 962,74 220,42%,35%,16 775,-77%,8%,68 531,309%,32%,52 436,-23%,25%,,Осень
34,верхняя одежда,демисезон,женский,ветровка с капюшоном,ветровка женская с капюшоном,9 775,7 316,6 567,7 684,6 676,4 828,9 560,15 595,16 870,3 730,1 780,2 458,,сент.,"9,48",92 839,22 380,-25%,24%,19 549,-13%,21%,20 927,7%,23%,29 983,43%,32%,,Лето
57,верхняя одежда,осень,женский,бомбер утепленный,бомбер женский утепленный,7 139,12 546,19 230,12 488,3 844,3 588,5 148,15 570,58 410,36 285,14 815,2 630,,сент.,"22,21",191 693,109 510,351%,57%,22 315,-80%,12%,35 562,59%,19%,24 306,-32%,13%,,Осень
214,рубашки,весь год,женский,рубашка теплая,рубашка женская теплая,46 339,38 294,46 180,51 919,31 904,22 496,22 832,36 570,105 885,81 210,61 555,19 940,,сент.,"5,31",565 124,248 650,204%,44%,104 573,-58%,19%,130 003,24%,23%,81 898,-37%,14%,,Осень
237,теплый верх,весь год,женский,толстовка на молнии,толстовка женская на молнии,40 370,41 735,50 282,60 261,56 932,57 188,44 168,45 230,75 310,48 745,33 125,19 633,,сент.,"3,84",572 979,157 180,7%,27%,101 738,-35%,18%,167 475,65%,29%,146 586,-12%,26%,,Весна
261,теплый верх,весь год,женский,кардиган,кардиган женский,807 065,801 409,814 115,713 544,644 608,481 968,489 556,831 825,1 391 040,769 770,591 310,343 834,,сент.,"4,05",8 680 044,2 752 120,53%,32%,1 952 308,-29%,22%,2 172 267,11%,25%,1 803 349,-17%,21%,,Осень
262,теплый верх,весна-осень,женский,кардиган длинный,кардиган женский длинный,83 490,104 870,131 610,162 166,174 364,91 060,67 296,109 800,214 050,105 645,71 370,28 816,,сент.,"7,43",1 344 537,391 065,46%,29%,217 176,-44%,16%,468 140,116%,35%,268 156,-43%,20%,,Весна
265,теплый верх,весь год,женский,кардиган короткий,кардиган женский короткий,17 865,23 207,23 686,22 480,26 696,19 880,20 584,29 860,41 575,21 700,18 000,7 912,,сент.,"5,25",273 445,81 275,16%,30%,48 984,-40%,18%,72 862,49%,27%,70 324,-3%,26%,,Осень
80,брюки,весь год,женский,брюки спортивные,брюки спортивные женские	,108 292,105 164,119 378,135 838,108 364,69 428,57 352,71 690,93 545,80 255,71 810,37 415,,апр.,"3,63",1 058 531,245 610,24%,23%,250 871,2%,24%,363 580,45%,34%,198 470,-45%,19%,,Весна
212,рубашки,весь год,женский,рубашка белая,белая рубашка женская,104 952,128 146,118 801,93 807,92 960,93 960,72 304,99 440,73 300,57 035,64 080,43 689,,февр.,"2,93",1 042 474,194 415,-27%,19%,276 787,42%,27%,305 568,10%,29%,265 704,-13%,25%,,Весна
313,пижамы,весь год,женский,пижама с шортами	,пижама женская с шортами,389 764,399 133,597 393,505 498,432 404,501 848,480 216,448 410,254 455,205 560,238 370,207 726,,мар.,"2,91",4 660 777,698 385,-51%,15%,996 623,43%,21%,1 535 295,54%,33%,1 430 474,-7%,31%,,Весна
107,юбки,весь год,женский,юбка женская,юбка женская,1 234 812,1 373 228,1 505 620,1 326 197,1 285 136,920 728,760 612,952 855,792 470,824 690,898 910,576 690,,мар.,"2,61",12 451 948,2 516 070,-4%,20%,3 184 730,27%,26%,4 116 953,29%,33%,2 634 195,-36%,21%,,Весна
211,рубашки,весь год,женский,рубашка,рубашка женская,1 400 188,1 685 677,1 895 991,1 637 076,1 499 476,1 212 944,1 118 164,1 606 465,1 149 705,808 705,845 390,530 800,,мар.,"3,57",15 390 581,2 803 800,-29%,18%,3 616 665,29%,23%,5 032 543,39%,33%,3 937 573,-22%,26%,,Весна
106,штаны,весь год,женский,штаны палаццо,штаны палаццо,14 336,19 256,24 688,26 509,27 924,24 640,23 592,31 645,20 925,18 825,18 945,5 122,,авг.,"6,18",256 407,58 695,-27%,23%,38 714,-34%,15%,79 121,104%,31%,79 877,1%,31%,,Лето
393,товары для кухни,весь год,–,чайник электрический,чайник электрический,647 361,617 632,578 111,464 258,438 400,416 336,388 904,381 740,416 475,450 305,502 430,361 579,,янв.,"1,79",5 663 531,1 369 210,15%,24%,1 626 572,19%,29%,1 480 769,-9%,26%,1 186 980,-20%,21%,,Зима
404,товары для кухни,весь год,–,кофейник металлический,кофейник металлический,1 266,1 295,837,725,996,868,688,675,1 075,850,935,538,,февр.,"2,41",10 748,2 860,28%,27%,3 099,8%,29%,2 558,-17%,24%,2 231,-13%,21%,,Зима
412,товары для дома,весь год,–,плед,плед,692 847,658 735,558 526,406 927,380 252,361 536,350 556,369 795,469 570,518 790,581 940,569 774,,янв.,"1,98",5 919 248,1 570 300,45%,27%,1 921 356,22%,32%,1 345 705,-30%,23%,1 081 887,-20%,18%,,Зима
413,товары для дома,весь год,–,плед 200х220,плед 200х220,373 342,322 940,290 418,217 046,180 548,212 168,209 104,216 370,254 815,276 155,316 365,284 419,,янв.,"2,07",3 153 690,847 335,33%,27%,980 701,16%,31%,688 012,-30%,22%,637 642,-7%,20%,,Зима
415,товары для дома,весь год,–,плед на диван,плед на диван,125 233,153 663,144 738,122 703,98 932,81 400,78 724,81 295,90 585,113 855,168 650,78 606,,нояб.,"2,15",1 338 384,373 090,55%,28%,357 502,-4%,27%,366 373,2%,27%,241 419,-34%,18%,,Осень
213,рубашки,весь год,женский,рубашка черная,черная рубашка женская,23 565,27 651,24 782,17 211,12 332,14 268,17 008,25 565,22 475,18 560,18 150,10 599,,февр.,"2,61",232 166,59 185,4%,25%,61 815,4%,27%,54 325,-12%,23%,56 841,5%,24%,,Зима
225,блузки,лето-осень,женский,блузка школьная,блузка школьная,12 747,13 774,11 714,10 724,10 372,20 344,180 044,327 950,74 695,30 955,30 555,5 022,,авг.,"65,30",728 896,136 205,-74%,19%,31 543,-77%,4%,32 810,4%,5%,528 338,1510%,72%,,Лето
119,юбки,лето-осень,женский,юбка школьная,юбка школьная,21 426,25 913,21 143,21 482,20 560,30 028,126 672,268 040,99 555,25 070,21 020,8 293,,авг.,"32,32",689 202,145 645,-66%,21%,55 632,-62%,8%,63 185,14%,9%,424 740,572%,62%,,Лето
130,юбки,весь год,женский,юбка теннисная,юбка теннисная,73 179,86 825,88 146,91 271,92 876,85 716,109 516,173 735,79 960,45 205,42 015,32 282,,авг.,"5,38",1 000 726,167 180,-55%,17%,192 286,15%,19%,272 293,42%,27%,368 967,36%,37%,,Лето
359,аксессуары,весь год,женский,галстук,галстук женский,34 240,39 606,34 388,24 314,17 336,16 636,44 424,98 065,67 600,30 035,27 050,16 771,,авг.,"5,89",450 465,124 685,-22%,28%,90 617,-27%,20%,76 038,-16%,17%,159 125,109%,35%,,Лето
362,аксессуары,весна-осень,–,сумка-багет,сумка-багет,17 847,7 422,19 440,8 314,33 364,215 112,218 156,204 010,143 590,118 775,120 495,18 150,,июл.,"29,39",1 124 675,382 860,-40%,34%,43 419,-89%,4%,61 118,41%,5%,637 278,943%,57%,,Лето
129,юбки,весь год,женский,юбка шорты,юбка шорты,246 657,332 833,369 366,339 390,375 232,464 748,366 660,396 040,221 175,194 185,233 215,108 180,,июн.,"4,30",3 647 681,648 575,-47%,18%,687 670,6%,19%,1 083 988,58%,30%,1 227 448,13%,34%,,Лето
69,брюки,весь год,женский,брюки палаццо,брюки палаццо,188 040,229 920,300 632,310 695,304 572,257 216,228 036,352 310,263 030,226 750,239 930,67 649,,авг.,"5,21",2 968 780,729 710,-13%,25%,485 609,-33%,16%,915 899,89%,31%,837 562,-9%,28%,,Весна
125,юбки,весь год,женский,юбка в клетку,юбка в клетку,67 534,69 442,60 557,43 951,31 892,26 844,34 648,49 760,42 440,37 605,36 020,34 210,,февр.,"2,59",534 903,116 065,4%,22%,171 186,47%,32%,136 400,-20%,25%,111 252,-18%,21%,,Зима
181,"платья, сарафаны",весь год,женский,платье офисное,платье офисное,89 750,92 100,89 821,66 794,33 236,27 372,42 380,80 895,68 665,58 980,57 220,33 251,,февр.,"3,36",740 464,184 865,23%,25%,215 101,16%,29%,189 851,-12%,26%,150 647,-21%,20%,,Зима
222,блузки,весь год,женский,блузка белая,блузка белая,55 683,98 604,102 837,95 285,97 424,60 460,72 504,101 635,42 655,44 690,41 215,34 660,,мар.,"2,97",847 652,128 560,-45%,15%,188 947,47%,22%,295 546,56%,35%,234 599,-21%,28%,,Весна
132,юбки,весь год,женский,юбка карандаш,юбка карандаш,113 887,142 665,155 101,118 837,98 024,68 288,76 136,122 470,110 915,96 150,91 245,66 134,,мар.,"2,35",1 259 852,298 310,12%,24%,322 686,8%,26%,371 962,15%,30%,266 894,-28%,21%,,Весна
65,"пиджаки, жакеты",лето,женский,пиджак укороченный,укороченный пиджак,63 573,78 268,82 917,70 624,74 160,68 204,117 944,230 755,120 700,59 410,59 330,30 338,,авг.,"7,61",1 056 223,239 440,-43%,23%,172 179,-28%,16%,227 701,32%,22%,416 903,83%,39%,,Лето
382,гирлянда,осень-зима,–,гирлянда на окно,гирлянда на окно,58 949,16 778,11 691,18 918,32 388,40 344,38 064,37 725,42 695,99 635,200 065,218 205,,дек.,"18,66",815 457,342 395,195%,42%,293 932,-14%,36%,62 997,-79%,8%,116 133,84%,14%,,Осень
383,гирлянда,осень-зима,–,гирлянда уличная,гирлянда уличная,58 949,16 778,11 691,18 918,32 388,40 344,38 064,37 725,42 695,99 635,200 065,218 205,,дек.,"18,66",815 457,342 395,195%,42%,293 932,-14%,36%,62 997,-79%,8%,116 133,84%,14%,,Осень
205,топы,зима-весна,женский,топ вечерний,топ женский вечерний,154 972,158 600,149 256,93 005,86 696,76 168,41 640,35 785,25 080,38 385,63 330,150 518,,февр.,"6,32",1 073 435,126 795,-17%,12%,464 090,266%,43%,328 957,-29%,31%,153 593,-53%,14%,,Зима
264,теплый верх,зима,женский,кардиган на пуговицах,кардиган женский на пуговицах,93 040,63 316,50 068,37 508,17 944,12 844,17 148,19 380,29 800,24 380,32 810,83 990,,янв.,"7,24",482 228,86 990,76%,18%,240 346,176%,50%,105 520,-56%,22%,49 372,-53%,10%,,Зима
